type,timestamp,lat,lng,value,severity,description,limit,excess,zone_type,ride_id
vertical_impact,1771110459601.0,49.27314,-123.0297963,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110460619.0,49.27314,-123.0297963,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110461639.0,49.2731956,-123.0298407,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110462659.0,49.2731956,-123.0298407,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110463674.0,49.2732396,-123.0298759,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110464710.0,49.2732396,-123.0298759,0.98,high,Vertical impact detected: 0.98g variance,,,,3
vertical_impact,1771110465744.0,49.2732898,-123.0299164,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110466746.0,49.2732898,-123.0299164,1.03,high,Vertical impact detected: 1.03g variance,,,,3
vertical_impact,1771110467885.0,49.2732898,-123.0299164,1.03,high,Vertical impact detected: 1.03g variance,,,,3
vertical_impact,1771110468965.0,49.2733417,-123.0299514,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110469983.0,49.2733417,-123.0299514,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110471024.0,49.2733417,-123.0299514,0.98,high,Vertical impact detected: 0.98g variance,,,,3
vertical_impact,1771110472071.0,49.273391,-123.0299764,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110473125.0,49.273391,-123.0299764,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110474241.0,49.273391,-123.0299764,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110475258.0,49.2734381,-123.0300064,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110476261.0,49.2734381,-123.0300064,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110477261.0,49.2734802,-123.0300407,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110478262.0,49.2734802,-123.0300407,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110479265.0,49.2735341,-123.0300828,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110480287.0,49.2735341,-123.0300828,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110481302.0,49.2735907,-123.0301273,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110482305.0,49.2735907,-123.0301273,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110483405.0,49.2736577,-123.030173,0.95,high,Vertical impact detected: 0.95g variance,,,,3
vertical_impact,1771110484455.0,49.2736577,-123.030173,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110485489.0,49.2737253,-123.0302248,1.03,high,Vertical impact detected: 1.03g variance,,,,3
vertical_impact,1771110486494.0,49.2737253,-123.0302248,0.98,high,Vertical impact detected: 0.98g variance,,,,3
vertical_impact,1771110487527.0,49.2738058,-123.0302866,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110488544.0,49.2738058,-123.0302866,0.96,high,Vertical impact detected: 0.96g variance,,,,3
vertical_impact,1771110489546.0,49.2738477,-123.0303194,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110490569.0,49.2738901,-123.0303523,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110491667.0,49.2739804,-123.0304185,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110492701.0,49.2740261,-123.0304518,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110493719.0,49.2740753,-123.030486,0.94,high,Vertical impact detected: 0.94g variance,,,,3
vertical_impact,1771110494737.0,49.2741234,-123.0305188,0.98,high,Vertical impact detected: 0.98g variance,,,,3
vertical_impact,1771110495773.0,49.2741679,-123.0305492,1.03,high,Vertical impact detected: 1.03g variance,,,,3
vertical_impact,1771110496806.0,49.2742121,-123.030575,1.03,high,Vertical impact detected: 1.03g variance,,,,3
vertical_impact,1771110497826.0,49.2742121,-123.030575,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110498826.0,49.2742838,-123.0306259,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110499828.0,49.2742838,-123.0306259,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110500952.0,49.2743499,-123.0306688,0.95,high,Vertical impact detected: 0.95g variance,,,,3
vertical_impact,1771110502048.0,49.2743499,-123.0306688,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110503149.0,49.2744035,-123.0307036,0.95,high,Vertical impact detected: 0.95g variance,,,,3
vertical_impact,1771110504169.0,49.2744655,-123.030737,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110505200.0,49.2744655,-123.030737,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110506302.0,49.2745337,-123.0307729,0.96,high,Vertical impact detected: 0.96g variance,,,,3
vertical_impact,1771110507395.0,49.2745337,-123.0307729,1.05,high,Vertical impact detected: 1.05g variance,,,,3
vertical_impact,1771110508505.0,49.2745953,-123.0308148,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110509609.0,49.2745953,-123.0308148,0.95,high,Vertical impact detected: 0.95g variance,,,,3
vertical_impact,1771110510710.0,49.2746424,-123.0308472,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110511745.0,49.2746424,-123.0308472,1.04,high,Vertical impact detected: 1.04g variance,,,,3
vertical_impact,1771110512780.0,49.2746849,-123.0308736,0.98,high,Vertical impact detected: 0.98g variance,,,,3
vertical_impact,1771110513816.0,49.2746849,-123.0308736,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110514818.0,49.2746849,-123.0308736,1.05,high,Vertical impact detected: 1.05g variance,,,,3
vertical_impact,1771110515992.0,49.2746849,-123.0308736,1.04,high,Vertical impact detected: 1.04g variance,,,,3
vertical_impact,1771110517004.0,49.2746849,-123.0308736,1.01,high,Vertical impact detected: 1.01g variance,,,,3
vertical_impact,1771110518141.0,49.2747323,-123.0309007,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110519328.0,49.2747323,-123.0309007,1.03,high,Vertical impact detected: 1.03g variance,,,,3
vertical_impact,1771110520388.0,49.2747323,-123.0309007,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110521482.0,49.2747323,-123.0309007,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110522494.0,49.2747323,-123.0309007,0.96,high,Vertical impact detected: 0.96g variance,,,,3
vertical_impact,1771110523529.0,49.2747878,-123.0309293,0.98,high,Vertical impact detected: 0.98g variance,,,,3
vertical_impact,1771110524600.0,49.2747878,-123.0309293,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110525691.0,49.2747878,-123.0309293,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110526725.0,49.2748527,-123.0309661,0.92,high,Vertical impact detected: 0.92g variance,,,,3
vertical_impact,1771110527729.0,49.2748527,-123.0309661,0.93,high,Vertical impact detected: 0.93g variance,,,,3
vertical_impact,1771110528812.0,49.2749043,-123.0309929,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110529825.0,49.2749043,-123.0309929,0.98,high,Vertical impact detected: 0.98g variance,,,,3
vertical_impact,1771110530844.0,49.2749043,-123.0309929,0.99,high,Vertical impact detected: 0.99g variance,,,,3
vertical_impact,1771110531983.0,49.2749558,-123.0310193,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110533081.0,49.2749558,-123.0310193,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110534305.0,49.2749558,-123.0310193,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110535321.0,49.2750095,-123.0310467,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110536349.0,49.2750095,-123.0310467,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110538251.0,49.2750095,-123.0310467,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110539506.0,49.2750868,-123.0310752,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110540877.0,49.2750868,-123.0310752,0.97,high,Vertical impact detected: 0.97g variance,,,,3
vertical_impact,1771110541908.0,49.2750868,-123.0310752,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110543019.0,49.2751326,-123.0310969,1.02,high,Vertical impact detected: 1.02g variance,,,,3
vertical_impact,1771110544134.0,49.2751326,-123.0310969,1.0,high,Vertical impact detected: 1.0g variance,,,,3
vertical_impact,1771110545164.0,49.2751326,-123.0310969,1.07,high,Vertical impact detected: 1.07g variance,,,,3
