type,timestamp,lat,lng,value,severity,description,limit,excess,zone_type,speed,ride_id
vertical_impact,1771108520100.0,49.1758538,-122.7126858,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108521170.0,49.1759554,-122.7130682,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108522236.0,49.1760548,-122.7134509,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
speeding,1771108523156.0,49.1761571,-122.7138364,108.4,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,28.4,regular,,2
vertical_impact,1771108523299.0,49.1761571,-122.7138364,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108524363.0,49.1762614,-122.7142192,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108525439.0,49.1763639,-122.7146013,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108526516.0,49.1764632,-122.714988,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108527591.0,49.1765645,-122.715375,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
speeding,1771108528117.0,49.1766653,-122.7157638,109.6,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,29.6,regular,,2
vertical_impact,1771108528667.0,49.1767667,-122.7161531,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
vertical_impact,1771108529743.0,49.1768679,-122.7165435,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108530811.0,49.1769686,-122.7169325,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108531910.0,49.1770708,-122.7173254,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108532937.0,49.177176,-122.7177159,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
speeding,1771108533120.0,49.177176,-122.7177159,110.4,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,30.4,regular,,2
vertical_impact,1771108534013.0,49.1772803,-122.7181074,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108535089.0,49.1773847,-122.7185002,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108536164.0,49.1774881,-122.7188953,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108537216.0,49.1775915,-122.7192889,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
speeding,1771108538071.0,49.177695,-122.719684,111.3,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,31.3,regular,,2
vertical_impact,1771108538283.0,49.177695,-122.719684,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108539343.0,49.1777995,-122.7200763,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108540419.0,49.1779035,-122.7204704,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108541479.0,49.1780073,-122.7208649,0.89,high,Vertical impact detected: 0.89g variance,,,,,2
vertical_impact,1771108542530.0,49.1781099,-122.7212587,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108543131.0,49.178213,-122.7216561,112.2,high,112.0 km/h in a 80 km/h zone (32.0 km/h over),80.0,32.2,regular,,2
vertical_impact,1771108543573.0,49.178213,-122.7216561,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108544632.0,49.178421,-122.7224484,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108545683.0,49.1785268,-122.7228445,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
vertical_impact,1771108546752.0,49.1786321,-122.7232389,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108547827.0,49.1787374,-122.7236367,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
speeding,1771108548129.0,49.1787374,-122.7236367,112.3,high,112.0 km/h in a 80 km/h zone (32.0 km/h over),80.0,32.3,regular,,2
vertical_impact,1771108548880.0,49.178842,-122.7240342,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108549940.0,49.1789474,-122.7244328,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108550989.0,49.1790527,-122.7248308,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108552057.0,49.1791574,-122.7252308,0.89,high,Vertical impact detected: 0.89g variance,,,,,2
speeding,1771108553075.0,49.179262,-122.7256273,112.5,high,113.0 km/h in a 80 km/h zone (33.0 km/h over),80.0,32.5,regular,,2
vertical_impact,1771108553140.0,49.179262,-122.7256273,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
vertical_impact,1771108554204.0,49.179366,-122.7260239,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108555259.0,49.179473,-122.7264232,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108556327.0,49.1795801,-122.7268192,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108557403.0,49.1796873,-122.7272191,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
speeding,1771108558140.0,49.1797919,-122.7276196,112.8,high,113.0 km/h in a 80 km/h zone (33.0 km/h over),80.0,32.8,regular,,2
vertical_impact,1771108558487.0,49.1797919,-122.7276196,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108559563.0,49.179898,-122.7280192,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108560649.0,49.1801075,-122.7288188,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108561725.0,49.1802129,-122.7292184,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108562792.0,49.1803185,-122.7296141,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108563145.0,49.1803185,-122.7296141,113.2,high,113.0 km/h in a 80 km/h zone (33.0 km/h over),80.0,33.2,regular,,2
vertical_impact,1771108563851.0,49.1804243,-122.7300134,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108564918.0,49.1805312,-122.7304112,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108565978.0,49.1806341,-122.7308128,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108567061.0,49.1807392,-122.7312125,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
speeding,1771108568065.0,49.1808458,-122.7316126,113.9,high,114.0 km/h in a 80 km/h zone (34.0 km/h over),80.0,33.9,regular,,2
vertical_impact,1771108568146.0,49.1808458,-122.7316126,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
vertical_impact,1771108569213.0,49.1809531,-122.7320118,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108570256.0,49.1810601,-122.7324142,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108571324.0,49.1811675,-122.7328176,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108572384.0,49.1812761,-122.7332233,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
speeding,1771108573118.0,49.1813828,-122.7336283,114.4,high,114.0 km/h in a 80 km/h zone (34.0 km/h over),80.0,34.4,regular,,2
vertical_impact,1771108573451.0,49.1813828,-122.7336283,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108574526.0,49.1814913,-122.7340334,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108575620.0,49.1817082,-122.7348513,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108576712.0,49.1818122,-122.735259,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108577781.0,49.1819204,-122.7356676,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
speeding,1771108578122.0,49.1819204,-122.7356676,113.9,high,114.0 km/h in a 80 km/h zone (34.0 km/h over),80.0,33.9,regular,,2
vertical_impact,1771108578848.0,49.1820304,-122.7360778,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108579932.0,49.182138,-122.7364809,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108581000.0,49.1822453,-122.7368875,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108582064.0,49.1823522,-122.7372969,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
speeding,1771108583097.0,49.1824602,-122.737709,116.8,high,117.0 km/h in a 80 km/h zone (37.0 km/h over),80.0,36.8,regular,,2
vertical_impact,1771108583148.0,49.1824602,-122.737709,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108584184.0,49.1825672,-122.7381199,0.85,high,Vertical impact detected: 0.85g variance,,,,,2
vertical_impact,1771108585254.0,49.1826777,-122.7385305,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108586322.0,49.1827848,-122.7389453,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108587381.0,49.1828879,-122.7393575,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108588100.0,49.1829913,-122.7397751,116.5,high,117.0 km/h in a 80 km/h zone (37.0 km/h over),80.0,36.5,regular,,2
vertical_impact,1771108588440.0,49.1829913,-122.7397751,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108589508.0,49.1830939,-122.7401908,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108590567.0,49.1831962,-122.7406049,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
vertical_impact,1771108591652.0,49.1834005,-122.741437,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108592711.0,49.1835037,-122.7418537,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108593075.0,49.1835037,-122.7418537,116.8,high,117.0 km/h in a 80 km/h zone (37.0 km/h over),80.0,36.8,regular,,2
vertical_impact,1771108593779.0,49.1836064,-122.7422704,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108594855.0,49.1837131,-122.7426869,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108595922.0,49.1838174,-122.7431097,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108596982.0,49.1839212,-122.7435283,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108598034.0,49.1840242,-122.7439489,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
speeding,1771108598112.0,49.1840242,-122.7439489,118.0,high,118.0 km/h in a 80 km/h zone (38.0 km/h over),80.0,38.0,regular,,2
vertical_impact,1771108599154.0,49.1841281,-122.7443695,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108600174.0,49.1842311,-122.7447874,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108601245.0,49.1843338,-122.7452094,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108602304.0,49.1844377,-122.7456342,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
speeding,1771108603095.0,49.1845447,-122.7460551,119.7,high,120.0 km/h in a 80 km/h zone (40.0 km/h over),80.0,39.7,regular,,2
vertical_impact,1771108603389.0,49.1845447,-122.7460551,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108604473.0,49.1846508,-122.7464831,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108605557.0,49.1847556,-122.7469063,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108606633.0,49.1849608,-122.7477485,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
vertical_impact,1771108607693.0,49.1850618,-122.748167,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
speeding,1771108608080.0,49.1850618,-122.748167,117.2,high,117.0 km/h in a 80 km/h zone (37.0 km/h over),80.0,37.2,regular,,2
vertical_impact,1771108608761.0,49.185163,-122.7485907,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108609845.0,49.1852651,-122.7490139,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108610905.0,49.1853679,-122.749439,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108611980.0,49.1854696,-122.7498682,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108613050.0,49.1855745,-122.7502934,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
speeding,1771108613097.0,49.1855745,-122.7502934,119.9,high,120.0 km/h in a 80 km/h zone (40.0 km/h over),80.0,39.9,regular,,2
vertical_impact,1771108614054.0,49.1856826,-122.7507237,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108615075.0,49.1857878,-122.751155,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108616140.0,49.1858915,-122.7515899,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108617210.0,49.1859976,-122.7520271,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
speeding,1771108618179.0,49.186103,-122.7524627,122.7,high,123.0 km/h in a 80 km/h zone (43.0 km/h over),80.0,42.7,regular,,2
vertical_impact,1771108618274.0,49.186103,-122.7524627,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108619371.0,49.1862083,-122.7529003,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108620447.0,49.1863105,-122.7533382,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108621514.0,49.1864125,-122.7537715,0.89,high,Vertical impact detected: 0.89g variance,,,,,2
vertical_impact,1771108622591.0,49.1865117,-122.7542047,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
speeding,1771108623076.0,49.186611,-122.7546369,119.9,high,120.0 km/h in a 80 km/h zone (40.0 km/h over),80.0,39.9,regular,,2
vertical_impact,1771108623658.0,49.1867072,-122.7550675,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108624742.0,49.1867997,-122.7554937,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108625810.0,49.1868937,-122.7559166,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108626878.0,49.1869853,-122.7563394,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108627933.0,49.1870757,-122.7567637,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
speeding,1771108628104.0,49.1870757,-122.7567637,117.5,high,117.0 km/h in a 80 km/h zone (37.0 km/h over),80.0,37.5,regular,,2
vertical_impact,1771108628996.0,49.1871675,-122.7571874,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108630068.0,49.1872576,-122.7576087,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108631175.0,49.1873502,-122.7580225,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108632200.0,49.1874436,-122.7584376,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108633123.0,49.1875378,-122.7588574,117.0,high,117.0 km/h in a 80 km/h zone (37.0 km/h over),80.0,37.0,regular,,2
vertical_impact,1771108633259.0,49.1875378,-122.7588574,0.84,high,Vertical impact detected: 0.84g variance,,,,,2
vertical_impact,1771108634327.0,49.1876357,-122.7592686,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108635411.0,49.1877286,-122.7596725,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
vertical_impact,1771108636495.0,49.1878213,-122.7600745,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108637562.0,49.1879137,-122.7604728,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
speeding,1771108638075.0,49.1880068,-122.7608697,111.1,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,31.1,regular,,2
vertical_impact,1771108638638.0,49.1881006,-122.7612694,1.18,high,Vertical impact detected: 1.18g variance,,,,,2
vertical_impact,1771108639715.0,49.1881941,-122.7616687,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108640791.0,49.1882885,-122.7620663,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108641849.0,49.1883851,-122.7624682,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108642917.0,49.1884799,-122.7628661,1.11,high,Vertical impact detected: 1.11g variance,,,,,2
speeding,1771108643092.0,49.1884799,-122.7628661,111.7,high,112.0 km/h in a 80 km/h zone (32.0 km/h over),80.0,31.7,regular,,2
vertical_impact,1771108643984.0,49.1885764,-122.7632669,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108645060.0,49.1886755,-122.7636655,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108646173.0,49.1887745,-122.764062,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
vertical_impact,1771108647203.0,49.1888743,-122.7644554,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
speeding,1771108648125.0,49.1889711,-122.7648413,107.7,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,27.7,regular,,2
vertical_impact,1771108648207.0,49.1889711,-122.7648413,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108649227.0,49.1890664,-122.7652242,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108650308.0,49.1891626,-122.7656043,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108651374.0,49.18926,-122.7659814,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108652442.0,49.1893563,-122.7663604,1.12,high,Vertical impact detected: 1.12g variance,,,,,2
speeding,1771108653117.0,49.1894532,-122.7667381,106.2,high,106.0 km/h in a 80 km/h zone (26.0 km/h over),80.0,26.2,regular,,2
vertical_impact,1771108653509.0,49.1894532,-122.7667381,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108654579.0,49.189548,-122.7671111,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108655652.0,49.1897376,-122.7678546,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108656721.0,49.1898309,-122.7682311,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108657781.0,49.1899263,-122.7686091,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108658138.0,49.1899263,-122.7686091,106.7,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,26.7,regular,,2
vertical_impact,1771108658864.0,49.1900217,-122.7689889,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108659916.0,49.1901174,-122.7693691,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
vertical_impact,1771108660993.0,49.1902127,-122.7697514,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108662062.0,49.1903072,-122.7701341,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108663127.0,49.1904043,-122.7705167,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
speeding,1771108663271.0,49.1904043,-122.7705167,107.6,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,27.6,regular,,2
vertical_impact,1771108664200.0,49.1905015,-122.7709005,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108665262.0,49.1905976,-122.7712845,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108666332.0,49.1906947,-122.7716619,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108667398.0,49.1907929,-122.7720355,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
speeding,1771108668168.0,49.1908867,-122.7724046,103.7,high,104.0 km/h in a 80 km/h zone (24.0 km/h over),80.0,23.7,regular,,2
vertical_impact,1771108668456.0,49.1908867,-122.7724046,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108669523.0,49.1909812,-122.7727781,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108670608.0,49.1910763,-122.7731505,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108671659.0,49.1912654,-122.7738937,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108672726.0,49.1913577,-122.7742652,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108673101.0,49.1913577,-122.7742652,105.0,high,105.0 km/h in a 80 km/h zone (25.0 km/h over),80.0,25.0,regular,,2
vertical_impact,1771108673787.0,49.191451,-122.7746388,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108674839.0,49.1915466,-122.7750084,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108675913.0,49.1916424,-122.7753796,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108676988.0,49.1917366,-122.7757423,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108678058.0,49.1918299,-122.7761021,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
speeding,1771108678088.0,49.1918299,-122.7761021,101.9,high,102.0 km/h in a 80 km/h zone (22.0 km/h over),80.0,21.9,regular,,2
vertical_impact,1771108679150.0,49.191921,-122.7764608,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108680199.0,49.1920108,-122.7768165,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108681294.0,49.1921039,-122.7771717,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108682343.0,49.1921924,-122.7775274,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
speeding,1771108683069.0,49.1922817,-122.7778852,100.9,high,101.0 km/h in a 80 km/h zone (21.0 km/h over),80.0,20.9,regular,,2
vertical_impact,1771108683418.0,49.1922817,-122.7778852,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108684485.0,49.1923697,-122.7782449,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108685578.0,49.1925572,-122.778971,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108686645.0,49.1926522,-122.7793355,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108687714.0,49.1927503,-122.7796966,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108688108.0,49.1927503,-122.7796966,101.2,high,101.0 km/h in a 80 km/h zone (21.0 km/h over),80.0,21.2,regular,,2
vertical_impact,1771108688782.0,49.1928456,-122.7800489,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108689857.0,49.1929396,-122.7803941,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108690924.0,49.1930312,-122.7807366,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
vertical_impact,1771108691975.0,49.1931211,-122.7810821,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108693051.0,49.1932125,-122.7814278,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108693112.0,49.1932125,-122.7814278,98.9,high,99.0 km/h in a 80 km/h zone (19.0 km/h over),80.0,18.9,regular,,2
vertical_impact,1771108694120.0,49.1933054,-122.7817784,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108695205.0,49.1933996,-122.7821327,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108696280.0,49.1934909,-122.7824849,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108697380.0,49.1935805,-122.7828361,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
speeding,1771108698093.0,49.1936672,-122.7831836,97.0,high,97.0 km/h in a 80 km/h zone (17.0 km/h over),80.0,17.0,regular,,2
vertical_impact,1771108698448.0,49.1936672,-122.7831836,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108699516.0,49.1937573,-122.7835271,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108700591.0,49.1938481,-122.7838693,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108701643.0,49.1940394,-122.7845433,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108702710.0,49.1941373,-122.7848831,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
speeding,1771108703163.0,49.1941373,-122.7848831,97.3,high,97.0 km/h in a 80 km/h zone (17.0 km/h over),80.0,17.3,regular,,2
vertical_impact,1771108703760.0,49.1942351,-122.7852264,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108704845.0,49.1943287,-122.7855731,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108705921.0,49.1944235,-122.7859233,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108706988.0,49.1945179,-122.7862745,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
vertical_impact,1771108708063.0,49.1946116,-122.786631,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
speeding,1771108708091.0,49.1946116,-122.786631,100.2,high,100.0 km/h in a 80 km/h zone (20.0 km/h over),80.0,20.2,regular,,2
vertical_impact,1771108709166.0,49.1946998,-122.7869896,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108710215.0,49.1947887,-122.7873485,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108711300.0,49.1948834,-122.7877083,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108712385.0,49.1949818,-122.7880621,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108713103.0,49.1950845,-122.7884123,100.7,high,101.0 km/h in a 80 km/h zone (21.0 km/h over),80.0,20.7,regular,,2
vertical_impact,1771108713469.0,49.1950845,-122.7884123,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108714546.0,49.1951955,-122.7887573,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108715604.0,49.1953119,-122.7890983,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
vertical_impact,1771108716654.0,49.1954339,-122.7894362,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
vertical_impact,1771108717722.0,49.195692,-122.7901139,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108718108.0,49.195692,-122.7901139,103.0,high,103.0 km/h in a 80 km/h zone (23.0 km/h over),80.0,23.0,regular,,2
vertical_impact,1771108718814.0,49.1958314,-122.7904471,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108719891.0,49.1959831,-122.7907793,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108720967.0,49.1961385,-122.7910993,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108722051.0,49.1963,-122.7914191,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
speeding,1771108723079.0,49.1964704,-122.7917396,107.5,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,27.5,regular,,2
vertical_impact,1771108723135.0,49.1964704,-122.7917396,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108724193.0,49.196646,-122.7920532,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108725286.0,49.1968263,-122.7923578,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
