type,timestamp,lat,lng,value,severity,description,limit,excess,zone_type,speed,ride_id
vertical_impact,1771108313883.0,49.1548659,-122.6331318,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108314959.0,49.1549659,-122.6335063,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108316010.0,49.1550701,-122.6338771,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108317070.0,49.1551677,-122.6342452,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
speeding,1771108318072.0,49.1552661,-122.6346089,103.3,high,103.0 km/h in a 80 km/h zone (23.0 km/h over),80.0,23.3,regular,,2
vertical_impact,1771108318137.0,49.1552661,-122.6346089,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108319205.0,49.155366,-122.6349745,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108320281.0,49.1554651,-122.6353439,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108321357.0,49.1555659,-122.6357188,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108322416.0,49.1556701,-122.6360969,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108323093.0,49.1557722,-122.6364755,106.7,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,26.7,regular,,2
vertical_impact,1771108323492.0,49.1557722,-122.6364755,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108324559.0,49.1558709,-122.6368531,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
vertical_impact,1771108325628.0,49.1560589,-122.637602,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108326703.0,49.156152,-122.6379732,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108327763.0,49.1562487,-122.6383412,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108328063.0,49.1562487,-122.6383412,102.8,high,103.0 km/h in a 80 km/h zone (23.0 km/h over),80.0,22.8,regular,,2
vertical_impact,1771108328830.0,49.1563441,-122.6386997,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108329889.0,49.1564364,-122.6390588,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108330940.0,49.1565305,-122.6394164,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108331990.0,49.1566282,-122.6397825,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108333050.0,49.1567243,-122.6401502,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
speeding,1771108333082.0,49.1567243,-122.6401502,104.4,high,104.0 km/h in a 80 km/h zone (24.0 km/h over),80.0,24.4,regular,,2
vertical_impact,1771108334121.0,49.1568228,-122.6405206,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108335206.0,49.1569215,-122.6408946,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108336269.0,49.1570202,-122.641272,0.83,high,Vertical impact detected: 0.83g variance,,,,,2
vertical_impact,1771108337337.0,49.1571185,-122.6416547,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108338117.0,49.1572162,-122.6420341,106.7,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,26.7,regular,,2
vertical_impact,1771108338382.0,49.1572162,-122.6420341,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108339447.0,49.1573173,-122.6424105,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
vertical_impact,1771108340531.0,49.1574195,-122.6427915,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108341607.0,49.1576265,-122.6435568,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108342682.0,49.1577311,-122.6439388,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
speeding,1771108343073.0,49.1577311,-122.6439388,108.0,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,28.0,regular,,2
vertical_impact,1771108343776.0,49.157833,-122.6443197,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108344837.0,49.1579346,-122.644699,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108345911.0,49.1580368,-122.645086,1.11,high,Vertical impact detected: 1.11g variance,,,,,2
vertical_impact,1771108346995.0,49.1581383,-122.645473,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108348062.0,49.1582388,-122.645856,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
speeding,1771108348120.0,49.1582388,-122.645856,108.4,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,28.4,regular,,2
vertical_impact,1771108349132.0,49.1583387,-122.646237,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108350213.0,49.1584402,-122.6466208,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108351293.0,49.158542,-122.6470087,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108352366.0,49.1586449,-122.6473991,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
speeding,1771108353095.0,49.1587463,-122.6477843,109.2,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,29.2,regular,,2
vertical_impact,1771108353435.0,49.1587463,-122.6477843,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108354500.0,49.1588487,-122.6481712,1.13,high,Vertical impact detected: 1.13g variance,,,,,2
vertical_impact,1771108355576.0,49.1589497,-122.6485575,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108356652.0,49.159155,-122.6493395,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108357728.0,49.159257,-122.6497271,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108358105.0,49.159257,-122.6497271,111.0,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,31.0,regular,,2
vertical_impact,1771108358803.0,49.1593579,-122.6501176,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108359880.0,49.1594632,-122.6505144,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108360955.0,49.159569,-122.6509092,0.86,high,Vertical impact detected: 0.86g variance,,,,,2
vertical_impact,1771108362030.0,49.1596717,-122.6513003,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
speeding,1771108363084.0,49.1597757,-122.6516879,110.2,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,30.2,regular,,2
vertical_impact,1771108363144.0,49.1597757,-122.6516879,1.14,high,Vertical impact detected: 1.14g variance,,,,,2
vertical_impact,1771108364182.0,49.1598796,-122.6520774,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108365249.0,49.1599846,-122.6524709,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108366300.0,49.1600915,-122.652865,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108367415.0,49.1601951,-122.6532576,1.1,high,Vertical impact detected: 1.1g variance,,,,,2
speeding,1771108368063.0,49.1602969,-122.653651,110.6,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,30.6,regular,,2
vertical_impact,1771108368438.0,49.1602969,-122.653651,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108369575.0,49.1603991,-122.6540414,0.89,high,Vertical impact detected: 0.89g variance,,,,,2
vertical_impact,1771108370596.0,49.1605006,-122.6544289,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108371663.0,49.1607048,-122.6552004,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108372741.0,49.1608036,-122.6555903,0.92,high,Vertical impact detected: 0.92g variance,,,,,2
speeding,1771108373097.0,49.1608036,-122.6555903,109.4,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,29.4,regular,,2
vertical_impact,1771108373815.0,49.1609038,-122.6559815,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108374892.0,49.1610044,-122.6563737,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108375968.0,49.1611047,-122.6567692,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108377042.0,49.1612075,-122.6571665,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
speeding,1771108378070.0,49.1613121,-122.6575652,113.1,high,113.0 km/h in a 80 km/h zone (33.0 km/h over),80.0,33.1,regular,,2
vertical_impact,1771108378119.0,49.1613121,-122.6575652,0.89,high,Vertical impact detected: 0.89g variance,,,,,2
vertical_impact,1771108379160.0,49.1614204,-122.6579635,1.11,high,Vertical impact detected: 1.11g variance,,,,,2
vertical_impact,1771108380228.0,49.1615276,-122.6583648,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108381296.0,49.1616308,-122.6587631,0.81,high,Vertical impact detected: 0.81g variance,,,,,2
vertical_impact,1771108382371.0,49.1617328,-122.6591561,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
speeding,1771108383083.0,49.1618335,-122.6595535,111.8,high,112.0 km/h in a 80 km/h zone (32.0 km/h over),80.0,31.8,regular,,2
vertical_impact,1771108383430.0,49.1618335,-122.6595535,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108384490.0,49.1619369,-122.6599495,1.11,high,Vertical impact detected: 1.11g variance,,,,,2
vertical_impact,1771108385494.0,49.162043,-122.6603506,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108386542.0,49.1621528,-122.6607521,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108387627.0,49.1623697,-122.6615725,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
speeding,1771108388077.0,49.1623697,-122.6615725,116.2,high,116.0 km/h in a 80 km/h zone (36.0 km/h over),80.0,36.2,regular,,2
vertical_impact,1771108388685.0,49.1624783,-122.6619822,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108389769.0,49.1625848,-122.6623922,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
vertical_impact,1771108390855.0,49.1626932,-122.6628033,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108391929.0,49.1628029,-122.6632122,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108392996.0,49.1629174,-122.6636216,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
speeding,1771108393104.0,49.1629174,-122.6636216,116.3,high,116.0 km/h in a 80 km/h zone (36.0 km/h over),80.0,36.3,regular,,2
vertical_impact,1771108394073.0,49.1630313,-122.6640341,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108395159.0,49.1631448,-122.6644453,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108396234.0,49.1632586,-122.6648509,0.85,high,Vertical impact detected: 0.85g variance,,,,,2
vertical_impact,1771108397299.0,49.1633692,-122.6652534,0.85,high,Vertical impact detected: 0.85g variance,,,,,2
speeding,1771108398093.0,49.1634767,-122.6656568,114.3,high,114.0 km/h in a 80 km/h zone (34.0 km/h over),80.0,34.3,regular,,2
vertical_impact,1771108398359.0,49.1634767,-122.6656568,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108399434.0,49.1635836,-122.6660612,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108400501.0,49.16369,-122.6664686,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108401561.0,49.1637949,-122.666868,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108402621.0,49.1640055,-122.6676617,0.87,high,Vertical impact detected: 0.87g variance,,,,,2
speeding,1771108403079.0,49.1640055,-122.6676617,112.8,high,113.0 km/h in a 80 km/h zone (33.0 km/h over),80.0,32.8,regular,,2
vertical_impact,1771108403688.0,49.1641097,-122.6680618,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108404756.0,49.1642139,-122.6684628,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108405840.0,49.1643187,-122.6688655,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108406910.0,49.1644242,-122.6692681,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108407984.0,49.1645295,-122.6696709,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
speeding,1771108408068.0,49.1645295,-122.6696709,114.5,high,115.0 km/h in a 80 km/h zone (35.0 km/h over),80.0,34.5,regular,,2
vertical_impact,1771108409052.0,49.1646362,-122.6700737,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108410160.0,49.1647392,-122.6704729,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108411194.0,49.1648409,-122.670866,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108412271.0,49.164937,-122.6712568,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
speeding,1771108413083.0,49.1650336,-122.6716488,110.4,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,30.4,regular,,2
vertical_impact,1771108413347.0,49.1650336,-122.6716488,0.77,medium,Vertical impact detected: 0.77g variance,,,,,2
vertical_impact,1771108414422.0,49.1651315,-122.6720412,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108415490.0,49.165232,-122.6724368,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108416550.0,49.1653317,-122.6728314,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108417645.0,49.1655369,-122.6736213,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
speeding,1771108418089.0,49.1655369,-122.6736213,111.6,high,112.0 km/h in a 80 km/h zone (32.0 km/h over),80.0,31.6,regular,,2
vertical_impact,1771108418686.0,49.1656415,-122.6740174,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108419771.0,49.1657466,-122.6744144,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108420837.0,49.1658529,-122.6748137,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108421914.0,49.1659597,-122.675214,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108422991.0,49.1660654,-122.6756119,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
speeding,1771108423089.0,49.1660654,-122.6756119,113.6,high,114.0 km/h in a 80 km/h zone (34.0 km/h over),80.0,33.6,regular,,2
vertical_impact,1771108424056.0,49.1661684,-122.6760136,0.82,high,Vertical impact detected: 0.82g variance,,,,,2
vertical_impact,1771108425120.0,49.1662758,-122.6764168,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
vertical_impact,1771108426183.0,49.1663857,-122.6768216,1.13,high,Vertical impact detected: 1.13g variance,,,,,2
vertical_impact,1771108427260.0,49.1664931,-122.6772277,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
speeding,1771108428122.0,49.1666028,-122.6776362,115.6,high,116.0 km/h in a 80 km/h zone (36.0 km/h over),80.0,35.6,regular,,2
vertical_impact,1771108428335.0,49.1666028,-122.6776362,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108429411.0,49.1667113,-122.6780432,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108430495.0,49.1668182,-122.6784496,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108431563.0,49.1669247,-122.6788527,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108432639.0,49.1671361,-122.6796437,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108433093.0,49.1671361,-122.6796437,111.1,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,31.1,regular,,2
vertical_impact,1771108433715.0,49.1672388,-122.6800352,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108434782.0,49.1673392,-122.6804202,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108435850.0,49.1674372,-122.6807993,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108436919.0,49.1675365,-122.6811766,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108438001.0,49.1676377,-122.6815552,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
speeding,1771108438081.0,49.1676377,-122.6815552,106.9,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,26.9,regular,,2
vertical_impact,1771108439071.0,49.1677395,-122.6819332,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
vertical_impact,1771108440217.0,49.1678414,-122.6823143,1.09,high,Vertical impact detected: 1.09g variance,,,,,2
vertical_impact,1771108441220.0,49.167943,-122.6826981,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108442281.0,49.1680444,-122.683086,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
speeding,1771108443133.0,49.1681475,-122.6834781,111.0,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,31.0,regular,,2
vertical_impact,1771108443339.0,49.1681475,-122.6834781,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108444400.0,49.1682519,-122.6838707,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108445466.0,49.1683571,-122.684267,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108446534.0,49.1684624,-122.6846633,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108447618.0,49.1686685,-122.6854611,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
speeding,1771108448105.0,49.1686685,-122.6854611,111.1,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,31.1,regular,,2
vertical_impact,1771108448694.0,49.1687714,-122.6858512,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108449745.0,49.1688733,-122.6862331,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108450805.0,49.1689743,-122.6866134,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108451816.0,49.1690746,-122.686996,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108452840.0,49.1691739,-122.6873786,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
speeding,1771108453105.0,49.1691739,-122.6873786,108.2,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,28.2,regular,,2
vertical_impact,1771108453915.0,49.1692723,-122.6877626,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108454991.0,49.1693739,-122.6881478,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108456067.0,49.1694778,-122.688532,1.06,high,Vertical impact detected: 1.06g variance,,,,,2
vertical_impact,1771108457149.0,49.1695808,-122.6889176,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
speeding,1771108458081.0,49.1696813,-122.6893073,110.2,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,30.2,regular,,2
vertical_impact,1771108458220.0,49.1696813,-122.6893073,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108459279.0,49.1697829,-122.6896944,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108460356.0,49.1698898,-122.690081,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108461423.0,49.169995,-122.6904686,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108462467.0,49.1701009,-122.6908571,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
speeding,1771108463079.0,49.1702073,-122.6912483,110.6,high,111.0 km/h in a 80 km/h zone (31.0 km/h over),80.0,30.6,regular,,2
vertical_impact,1771108463525.0,49.1702073,-122.6912483,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108464584.0,49.1703114,-122.6916344,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108465636.0,49.1705142,-122.6924058,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
vertical_impact,1771108466713.0,49.1706152,-122.6927889,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108467782.0,49.1707162,-122.6931719,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
speeding,1771108468071.0,49.1707162,-122.6931719,109.0,high,109.0 km/h in a 80 km/h zone (29.0 km/h over),80.0,29.0,regular,,2
vertical_impact,1771108468847.0,49.1708159,-122.693553,1.03,high,Vertical impact detected: 1.03g variance,,,,,2
vertical_impact,1771108469906.0,49.1709138,-122.6939305,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108470976.0,49.1710109,-122.6943078,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108472051.0,49.171111,-122.6946861,1.05,high,Vertical impact detected: 1.05g variance,,,,,2
vertical_impact,1771108473118.0,49.1712129,-122.6950634,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108473147.0,49.1712129,-122.6950634,107.6,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,27.6,regular,,2
vertical_impact,1771108474182.0,49.1713126,-122.6954435,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108475245.0,49.171413,-122.6958249,0.95,high,Vertical impact detected: 0.95g variance,,,,,2
vertical_impact,1771108476298.0,49.1715116,-122.6962112,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108477348.0,49.1716138,-122.6965986,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
speeding,1771108478078.0,49.1717157,-122.6969881,109.6,high,110.0 km/h in a 80 km/h zone (30.0 km/h over),80.0,29.6,regular,,2
vertical_impact,1771108478424.0,49.1717157,-122.6969881,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108479508.0,49.171818,-122.6973772,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108480584.0,49.1719197,-122.6977699,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
vertical_impact,1771108481652.0,49.1721236,-122.6985545,0.81,high,Vertical impact detected: 0.81g variance,,,,,2
vertical_impact,1771108482712.0,49.1722267,-122.698946,0.81,high,Vertical impact detected: 0.81g variance,,,,,2
speeding,1771108483090.0,49.1722267,-122.698946,111.7,high,112.0 km/h in a 80 km/h zone (32.0 km/h over),80.0,31.7,regular,,2
vertical_impact,1771108483796.0,49.1723294,-122.6993366,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108484858.0,49.1724326,-122.6997266,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108485932.0,49.1725329,-122.7001086,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108486991.0,49.1726321,-122.7004848,0.91,high,Vertical impact detected: 0.91g variance,,,,,2
vertical_impact,1771108488059.0,49.1727307,-122.7008539,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108488110.0,49.1727307,-122.7008539,103.9,high,104.0 km/h in a 80 km/h zone (24.0 km/h over),80.0,23.9,regular,,2
vertical_impact,1771108489129.0,49.1728266,-122.7012151,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108490195.0,49.1729221,-122.7015716,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108491254.0,49.1730171,-122.7019275,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108492331.0,49.1731107,-122.7022819,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
speeding,1771108493075.0,49.1732044,-122.7026394,100.6,high,101.0 km/h in a 80 km/h zone (21.0 km/h over),80.0,20.6,regular,,2
vertical_impact,1771108493398.0,49.1732044,-122.7026394,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108494451.0,49.1732965,-122.7029949,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108495509.0,49.17339,-122.7033494,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
vertical_impact,1771108496577.0,49.1734807,-122.7037114,0.94,high,Vertical impact detected: 0.94g variance,,,,,2
vertical_impact,1771108497652.0,49.1736724,-122.7044433,1.04,high,Vertical impact detected: 1.04g variance,,,,,2
speeding,1771108498071.0,49.1736724,-122.7044433,103.8,high,104.0 km/h in a 80 km/h zone (24.0 km/h over),80.0,23.8,regular,,2
vertical_impact,1771108498713.0,49.1737683,-122.7048093,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108499781.0,49.1738667,-122.7051777,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
vertical_impact,1771108500875.0,49.1739639,-122.705546,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108501900.0,49.1740608,-122.7059162,1.14,high,Vertical impact detected: 1.14g variance,,,,,2
vertical_impact,1771108502966.0,49.174159,-122.7062897,0.98,high,Vertical impact detected: 0.98g variance,,,,,2
speeding,1771108503107.0,49.174159,-122.7062897,105.5,high,106.0 km/h in a 80 km/h zone (26.0 km/h over),80.0,25.5,regular,,2
vertical_impact,1771108504043.0,49.1742585,-122.7066645,1.0,high,Vertical impact detected: 1.0g variance,,,,,2
vertical_impact,1771108505132.0,49.1743596,-122.7070402,0.9,high,Vertical impact detected: 0.9g variance,,,,,2
vertical_impact,1771108506180.0,49.1744581,-122.7074168,0.88,high,Vertical impact detected: 0.88g variance,,,,,2
vertical_impact,1771108507249.0,49.1745574,-122.7077934,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
speeding,1771108508092.0,49.1746565,-122.7081694,106.6,high,107.0 km/h in a 80 km/h zone (27.0 km/h over),80.0,26.6,regular,,2
vertical_impact,1771108508315.0,49.1746565,-122.7081694,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108509392.0,49.1747562,-122.7085479,1.02,high,Vertical impact detected: 1.02g variance,,,,,2
vertical_impact,1771108510493.0,49.1748552,-122.7089218,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
vertical_impact,1771108511550.0,49.1749543,-122.7092953,0.97,high,Vertical impact detected: 0.97g variance,,,,,2
vertical_impact,1771108512619.0,49.1750516,-122.7096681,0.96,high,Vertical impact detected: 0.96g variance,,,,,2
speeding,1771108513170.0,49.1751501,-122.7100411,105.7,high,106.0 km/h in a 80 km/h zone (26.0 km/h over),80.0,25.7,regular,,2
vertical_impact,1771108513685.0,49.1752487,-122.7104128,1.08,high,Vertical impact detected: 1.08g variance,,,,,2
vertical_impact,1771108514745.0,49.1753479,-122.710785,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108515812.0,49.1754473,-122.7111615,0.99,high,Vertical impact detected: 0.99g variance,,,,,2
vertical_impact,1771108516901.0,49.1755504,-122.7115402,0.93,high,Vertical impact detected: 0.93g variance,,,,,2
vertical_impact,1771108517958.0,49.1756504,-122.7119213,1.07,high,Vertical impact detected: 1.07g variance,,,,,2
speeding,1771108518125.0,49.1756504,-122.7119213,107.6,high,108.0 km/h in a 80 km/h zone (28.0 km/h over),80.0,27.6,regular,,2
vertical_impact,1771108519034.0,49.1757521,-122.7123025,1.01,high,Vertical impact detected: 1.01g variance,,,,,2
